Player.NHL,Mid.Age,Season,Season.N,Position,Position.N,Team,GP,Total.TOI,EV.TOI,G,A1,A2,Points,Tango,ixG,FO.Diff,iPENT,iPEND,RelCF60,RelCA60,RelCDiff,Total.GS
DANIEL.WINNIK,23,20082009,2,C,1,ARI,48,624.71,493.21,2,1,3,6,104,5.71,-33,14,12,-3.09,-14.01,10.92,8.3
DANIEL.WINNIK,24,20092010,3,C,1,ARI,74,971.15,702.85,4,7,8,19,133,7.04,-10,6,15,-8.09,7.22,-15.31,18.81
DANIEL.WINNIK,25,20102011,4,C,1,COL,80,1320.82,1008.92,11,10,5,26,262,11.75,-19,15,21,5.79,-8.33,14.12,33.66
DANIEL.WINNIK,26,20112012,5,C,1,COL/S.J,84,1401.07,1115.82,8,7,8,23,298,13.91,0,23,16,2.1,-2.55,4.65,32.74
DANIEL.WINNIK,28,20122013,6,C,1,ANA,48,806.51,640.26,6,5,8,19,142,7.62,-21,8,5,0.14,-5.83,5.97,21.83
DANIEL.WINNIK,28,20132014,7,C,1,ANA,76,1166.89,920.53,6,19,5,30,193,10.5,-26,10,16,-3.5,1.92,-5.42,31.19
DANIEL.WINNIK,29,20142015,8,C,1,PIT/TOR,79,1307.98,1000.75,9,18,7,34,164,9.61,-14,11,15,1.03,-5.07,6.1,36.98
DANIEL.WINNIK,30,20152016,9,C,1,TOR/WSH,76,1040.97,845.55,6,7,6,19,160,8.93,-4,13,11,-6.07,-0.85,-5.22,21.94
DANIEL.WINNIK,31,20162017,10,C,1,WSH,72,927.55,714.43,12,10,3,25,121,8.25,-3,15,17,-9.11,-4.27,-4.84,29.42
DANIIL.TARASOV,23,20142015,8,C,1,S.J,5,37.84,35.26,0,0,1,1,7,0.23,1,0,0,-9.38,-11.42,2.04,1.62
DANNY.BIEGA,23,20142015,8,D,2,CAR,10,161.45,155.82,0,0,2,2,25,0.34,0,0,2,-3.22,-3.65,0.43,3.02
DANNY.BRIERE,30,20072008,1,C,1,PHI,79,1486.12,1000.74,31,26,15,72,268,20.28,9,33,32,0.19,5.77,-5.58,51.62
DANNY.BRIERE,31,20082009,2,C,1,PHI,29,450.34,330.87,11,8,6,25,86,6.35,-11,12,11,-6.59,0.38,-6.97,17.57
DANNY.BRIERE,32,20092010,3,C,1,PHI,75,1237.19,929.96,26,16,11,53,292,26.13,-14,31,25,15.34,6.87,8.47,58.75
DANNY.BRIERE,33,20102011,4,C,1,PHI,77,1406.72,1088.1,34,19,15,68,352,25.67,-30,36,31,1.61,4.05,-2.44,68.12
DANNY.BRIERE,34,20112012,5,C,1,PHI,70,1211.75,886,16,22,11,49,294,21.04,-19,26,20,1.67,6.28,-4.61,45.38
DANNY.BRIERE,35,20122013,6,C,1,PHI,34,545.36,415.75,6,4,6,16,137,10.55,-11,6,7,0.32,4.99,-4.67,14.48
DANNY.BRIERE,36,20132014,7,C,1,MTL,69,880.85,736.31,13,9,3,25,175,13.96,-8,13,14,-0.05,-0.36,0.31,23.65
DANNY.BRIERE,37,20142015,8,C,1,COL,57,690.4,596.9,8,1,3,12,105,6.34,2,9,8,-4.55,-0.6,-3.95,2.98
DANNY.DEKEYSER,23,20122013,6,D,2,DET,11,198.22,158.04,0,1,0,1,27,0.56,0,1,0,-1.7,4.03,-5.73,4.69
DANNY.DEKEYSER,23,20132014,7,D,2,DET,65,1403.38,1058.2,4,6,13,23,168,4.11,0,15,11,-5.99,2.31,-8.3,26.65
DANNY.DEKEYSER,24,20142015,8,D,2,DET,80,1669.86,1259.47,2,10,19,31,215,3.85,0,22,11,-0.31,-1.1,0.79,38.59
DANNY.DEKEYSER,25,20152016,9,D,2,DET,78,1697.7,1318.67,8,7,5,20,137,3.16,0,22,9,-6.69,4.38,-11.07,18.94
DANNY.DEKEYSER,26,20162017,10,D,2,DET,81,1773.51,1402.02,4,6,1,11,169,3.65,0,15,9,-5.52,0.82,-6.34,8.08
DANNY.IRMEN,25,20092010,3,C,1,MIN,2,9.25,9.07,0,0,0,0,1,0.1,0,0,0,-29.84,15.86,-45.7,-0.55
DANNY.RICHMOND,23,20072008,1,D,2,CHI,7,65.78,58.93,0,0,0,0,5,0.06,0,1,1,4.39,1.81,2.58,-0.1
DANNY.SYVRET,23,20082009,2,D,2,PHI,2,18.84,18.37,0,0,0,0,0,0,0,0,0,18.2,-20.63,38.83,0.16
DANNY.SYVRET,24,20092010,3,D,2,PHI,21,262.06,246.87,2,0,2,4,31,0.7,0,6,1,-4.3,4.51,-8.81,4.2
DANNY.SYVRET,25,20102011,4,D,2,ANA/PHI,10,150.14,134.43,1,0,1,2,29,0.71,0,3,0,13.51,-11.57,25.08,3.28
DANTON.HEINEN,21,20162017,10,C,1,BOS,8,105.26,88.55,0,0,0,0,12,0.64,0,1,0,-5.5,-3.74,-1.76,0.35
DANY.HEATLEY,27,20072008,1,L,1,OTT,71,1531.11,1084.77,41,22,19,82,358,31.77,4,30,22,11.15,4.21,6.94,84.93
DANY.HEATLEY,28,20082009,2,L,1,OTT,82,1637.25,1165.3,39,16,17,72,422,31.8,-2,37,25,8.07,3.19,4.88,69.5
DANY.HEATLEY,29,20092010,3,L,1,S.J,81,1638.14,1195.6,39,26,17,82,477,37.8,-7,27,12,5.22,6.93,-1.71,82.35
DANY.HEATLEY,30,20102011,4,L,1,S.J,80,1567.56,1152.39,26,25,13,64,378,30.55,-2,26,17,-0.43,5.25,-5.68,67.89
DANY.HEATLEY,31,20112012,5,L,1,MIN,82,1704.4,1286.14,24,17,12,53,410,29.28,5,14,11,7.44,-1.21,8.65,46.9
DANY.HEATLEY,32,20122013,6,L,1,MIN,36,661.74,512.15,11,7,3,21,124,11.02,-7,3,6,1.63,5.07,-3.44,18.39
DANY.HEATLEY,33,20132014,7,L,1,MIN,76,1125.81,896.07,12,12,4,28,190,14.47,-3,10,10,-4.69,7.86,-12.55,18.77
DANY.HEATLEY,34,20142015,8,L,1,ANA,6,72.28,66.75,0,0,0,0,13,1.16,0,0,0,-15.05,0.62,-15.67,-0.68
DARCY.HORDICHUK,27,20072008,1,L,1,NSH,45,231.68,230.95,1,2,0,3,28,2.19,0,12,10,-13.55,-7.9,-5.65,1.9
DARCY.HORDICHUK,28,20082009,2,L,1,VAN,72,398.46,387.85,4,0,1,5,36,2.17,1,29,19,-19.24,0.66,-19.9,-1.22
DARCY.HORDICHUK,29,20092010,3,L,1,VAN,56,338.61,331.53,1,0,1,2,34,1.29,-1,24,23,-25.66,2.19,-27.85,-3.46
DARCY.HORDICHUK,30,20102011,4,L,1,FLA,64,324.66,319.23,1,1,3,5,59,3.44,0,22,9,-4.85,-3.9,-0.95,2.92
DARCY.HORDICHUK,31,20112012,5,L,1,EDM,43,186.54,185.43,1,2,0,3,36,1.19,-1,12,13,-15.01,-9.76,-5.25,2.24
DARCY.HORDICHUK,32,20122013,6,L,1,EDM,4,8.15,8.1,0,0,0,0,0,0,0,1,0,-30.39,12.19,-42.58,-0.63
DARCY.TUCKER,32,20072008,1,R,1,TOR,74,1206.97,884.94,18,10,6,34,258,17.5,1,18,22,-1.54,0.38,-1.92,39.12
DARCY.TUCKER,33,20082009,2,R,1,COL,63,888.32,728.42,8,3,5,16,146,8.28,-5,22,26,-1,-7.3,6.3,15.05
DARCY.TUCKER,34,20092010,3,R,1,COL,71,859.74,695.43,10,9,5,24,99,8.51,13,18,13,-7.58,-6.7,-0.88,16.64
DARNELL.NURSE,19,20142015,8,D,2,EDM,2,33.99,31.16,0,0,0,0,4,0.03,0,0,0,4.85,-1.77,6.62,0.06
DARNELL.NURSE,20,20152016,9,D,2,EDM,69,1390.83,1166.12,3,3,4,10,238,4.82,0,23,8,-5.41,6.5,-11.91,4.55
DARNELL.NURSE,21,20162017,10,D,2,EDM,44,744.16,665.87,5,2,4,11,140,3.05,0,11,1,1.62,-0.87,2.49,17
DARREN.ARCHIBALD,23,20132014,7,R,1,VAN,16,124.13,121.49,1,1,1,3,19,0.97,-1,0,3,-5.57,-0.02,-5.55,3.35
DARREN.DIETZ,22,20152016,9,D,2,MTL,13,188.88,172.84,1,2,2,5,23,0.49,0,5,1,1.62,-6.26,7.88,4.43
DARREN.HAYDAR,28,20072008,1,R,1,ATL,16,188.08,141.87,1,5,2,8,25,0.95,-2,1,2,10.48,-3.37,13.85,7.41
DARREN.HAYDAR,30,20092010,3,R,1,COL,1,5.35,5.35,0,0,0,0,2,0.03,0,0,0,-1.18,32.16,-33.34,-0.04
DARREN.HELM,21,20072008,1,C,1,DET,7,48.87,46.45,0,0,0,0,10,0.58,-13,1,0,-12.97,6.28,-19.25,-0.07
DARREN.HELM,22,20082009,2,C,1,DET,16,198.77,173.08,0,0,1,1,42,2.75,16,2,10,2.73,-2.59,5.32,7.17
DARREN.HELM,23,20092010,3,C,1,DET,75,1086.32,837.59,11,6,7,24,273,12.93,19,8,24,0.14,6.82,-6.68,36.04
DARREN.HELM,24,20102011,4,C,1,DET,82,1091.01,799.24,12,12,8,32,277,17.11,48,8,33,4.7,-0.6,5.3,48.65
DARREN.HELM,25,20112012,5,C,1,DET,68,985.96,775.77,9,10,7,26,239,12.02,29,6,25,5.37,1.83,3.54,41.17
DARREN.HELM,26,20122013,6,C,1,DET,1,12.46,7.24,0,0,0,0,4,0.29,-2,1,1,-20.81,-15.18,-5.63,0.14
DARREN.HELM,27,20132014,7,C,1,DET,42,636.98,481.28,12,4,4,20,139,7.91,-10,7,20,3.82,1.92,1.9,26.6
DARREN.HELM,28,20142015,8,C,1,DET,75,1186.01,890.1,15,13,5,33,255,15.36,25,6,20,10.83,-0.42,11.25,50.77
DARREN.HELM,29,20152016,9,C,1,DET,77,1158.29,913.59,13,7,6,26,278,16.99,1,15,25,0.81,0.72,0.09,36.61
DARREN.HELM,30,20162017,10,C,1,DET,49,756.25,592.44,8,3,6,17,155,8.69,13,9,17,1.92,2.53,-0.61,17.06
DARREN.MCCARTY,35,20072008,1,R,1,DET,3,23.33,22.8,0,1,0,1,3,0.16,0,0,0,-9.2,2.45,-11.65,1.39
DARREN.MCCARTY,36,20082009,2,R,1,DET,13,68.91,68.49,1,0,0,1,6,0.22,-1,5,3,-25.62,8.87,-34.49,-0.1
DARROLL.POWE,23,20082009,2,C,1,PHI,60,632.31,554.61,6,2,3,11,123,5.82,-7,16,9,-10.33,-7.21,-3.12,7.98
DARROLL.POWE,24,20092010,3,C,1,PHI,63,760.42,647.65,9,5,1,15,166,11.34,-20,19,21,-5.98,-4.54,-1.44,21.18
DARROLL.POWE,25,20102011,4,C,1,PHI,81,992.22,698.8,7,8,2,17,154,7.2,-2,18,11,-9.59,-2.68,-6.91,16.09
DARROLL.POWE,26,20112012,5,C,1,MIN,82,1145.06,906.53,6,5,2,13,183,8.89,-13,22,16,-4.38,3.91,-8.29,2.57
DARROLL.POWE,27,20122013,6,C,1,MIN/NYR,42,377.71,294.63,0,0,0,0,49,2.05,8,6,9,-20.55,3.13,-23.68,-1.13
DARROLL.POWE,28,20132014,7,C,1,NYR,1,8.55,6.98,0,0,0,0,1,0.03,1,0,0,16.43,29.74,-13.31,-0.35
DARRYL.BOOTLAND,26,20072008,1,R,1,NYI,4,18.79,18.03,0,1,0,1,4,0.09,0,1,0,-0.07,-10.72,10.65,1
DARRYL.BOYCE,23,20072008,1,C,1,TOR,1,3.34,3.34,0,0,0,0,0,0,2,0,0,-59.36,47.88,-107.24,-0.24
DARRYL.BOYCE,26,20102011,4,C,1,TOR,46,523.63,466.25,5,3,5,13,60,3.37,-33,14,11,-11.92,-3.72,-8.2,5.11
DARRYL.BOYCE,27,20112012,5,C,1,CBJ/TOR,37,369.39,317.11,1,3,1,5,54,2.59,5,10,13,-12.87,-2.97,-9.9,1.23
DARRYL.SYDOR,35,20072008,1,D,2,PIT,74,1294.66,966.94,1,5,7,13,129,3,0,10,11,1.07,4.23,-3.16,9.37
DARRYL.SYDOR,36,20082009,2,D,2,DAL/PIT,73,1329.52,996.76,3,3,9,15,156,2.5,0,9,6,4.95,-2.33,7.28,24.24
DARRYL.SYDOR,37,20092010,3,D,2,STL,47,783.82,604.71,0,3,5,8,68,1.09,-1,6,2,-3.32,5.19,-8.51,7.39
DAVE.BOLLAND,21,20072008,1,C,1,CHI,39,534.97,392.37,4,9,4,17,69,4.67,-30,14,10,-0.44,2.18,-2.62,16.1
DAVE.BOLLAND,22,20082009,2,C,1,CHI,81,1331.32,977.63,19,16,12,47,173,12.5,-130,18,25,1.63,2.66,-1.03,52.48
DAVE.BOLLAND,23,20092010,3,C,1,CHI,39,677.02,487.5,6,6,4,16,80,5.44,-7,12,11,-4.93,8.8,-13.73,19.08
DAVE.BOLLAND,24,20102011,4,C,1,CHI,61,1074.81,768.58,15,17,5,37,164,9.56,-98,16,9,-8.43,4.1,-12.53,34.02
DAVE.BOLLAND,25,20112012,5,C,1,CHI,76,1251.55,902.77,19,12,6,37,192,11.41,-39,22,8,-6.55,2.87,-9.42,31.98
DAVE.BOLLAND,26,20122013,6,C,1,CHI,35,569.82,421.04,7,6,1,14,68,4.81,-40,10,9,-12.57,10.3,-22.87,10.4
DAVE.BOLLAND,27,20132014,7,C,1,TOR,23,332.07,266.59,8,3,1,12,48,3.27,-33,11,1,1.9,-5.73,7.63,6.23
DAVE.BOLLAND,28,20142015,8,C,1,FLA,53,865.28,643.83,6,11,6,23,122,7.59,-103,23,4,-2.86,2.41,-5.27,17.93
DAVE.BOLLAND,29,20152016,9,C,1,FLA,25,351.69,270.49,1,2,2,5,51,2.79,-29,8,3,-6.99,4.81,-11.8,1.43
DAVE.DZIURZYNSKI,23,20122013,6,L,1,OTT,12,150.54,144.86,2,0,0,2,26,2.25,2,5,2,-9.47,0.93,-10.4,1.03
DAVE.DZIURZYNSKI,26,20152016,9,L,1,OTT,14,141.16,135.94,1,1,2,4,20,0.8,-1,3,0,-19.04,12.19,-31.23,-1.54
DAVE.SCATCHARD,33,20092010,3,C,1,NSH,16,170.71,147.4,3,1,1,5,33,1.99,3,7,6,4.24,2.45,1.79,6.31
DAVE.SCATCHARD,34,20102011,4,C,1,STL,8,38.09,37.54,0,1,0,1,9,0.44,-2,3,0,-13.06,-3.92,-9.14,0.77
DAVID.BACKES,23,20072008,1,R,1,STL,72,1053.88,825.71,13,7,11,31,192,13.1,-7,30,19,3.04,-3.33,6.37,28.7
DAVID.BACKES,24,20082009,2,R,1,STL,82,1445.31,978.34,31,11,12,54,294,24.01,-53,48,26,5.13,-2.01,7.14,52.67
DAVID.BACKES,25,20092010,3,R,1,STL,79,1446.14,979.28,17,18,13,48,271,20.27,-57,38,32,5.31,-0.78,6.09,52
DAVID.BACKES,26,20102011,4,R,1,STL,82,1611.97,1165.77,31,19,12,62,330,24.51,-126,33,20,4.04,-0.1,4.14,69.97
DAVID.BACKES,27,20112012,5,R,1,STL,82,1638.35,1184.47,24,17,13,54,373,26.49,-37,35,26,4.88,-0.16,5.04,70.74
DAVID.BACKES,28,20122013,6,R,1,STL,48,940.65,694.76,6,13,9,28,161,11.24,42,26,8,3.79,2.58,1.21,29.75
DAVID.BACKES,29,20132014,7,R,1,STL,74,1446.12,1022.15,27,16,14,57,249,17.8,41,38,16,5.23,-1.51,6.74,65.68
DAVID.BACKES,30,20142015,8,R,1,STL,80,1488.03,1069.79,26,18,14,58,279,19.64,104,29,21,0.79,6.88,-6.09,60
DAVID.BACKES,31,20152016,9,R,1,STL,79,1517.66,1096.23,21,17,7,45,249,18.79,48,34,8,-1.4,0.77,-2.17,48.35
DAVID.BACKES,32,20162017,10,R,1,BOS,74,1264.1,995.02,17,12,9,38,269,17.67,-3,24,17,2.58,-0.89,3.47,53.04
DAVID.BOOTH,23,20072008,1,L,1,FLA,73,1179.97,939.67,22,11,7,40,349,19.92,-12,13,28,7.07,-3.15,10.22,53.8
DAVID.BOOTH,24,20082009,2,L,1,FLA,72,1220.64,908.69,31,21,8,60,372,25.69,-3,18,26,11.71,-6.2,17.91,68.93
DAVID.BOOTH,25,20092010,3,L,1,FLA,28,502.78,357.52,8,2,6,16,154,9.93,-6,10,13,15.39,-2.47,17.86,18.29
DAVID.BOOTH,26,20102011,4,L,1,FLA,82,1545.39,1215.2,23,11,6,40,464,28.72,0,13,33,7.42,1.84,5.58,53.1
DAVID.BOOTH,27,20112012,5,L,1,FLA/VAN,62,924.8,769.23,16,6,8,30,246,15.63,0,13,14,11.45,-5.56,17.01,45
DAVID.BOOTH,28,20122013,6,L,1,VAN,12,153.07,144.18,1,0,2,3,42,2.52,1,2,5,1.38,-16.07,17.45,6.28
DAVID.BOOTH,29,20132014,7,L,1,VAN,66,888.64,810.26,9,6,4,19,219,10.92,3,9,12,1.53,-0.91,2.44,25.96
DAVID.BOOTH,30,20142015,8,L,1,TOR,59,704.27,602.59,7,5,1,13,174,8.64,-1,11,11,-3.07,-5.9,2.83,11.44
DAVID.BRINE,23,20072008,1,C,1,FLA,9,54.32,51.84,0,0,1,1,8,0.16,-10,2,2,-13.88,0.19,-14.07,0.07
DAVID.BROLL,21,20132014,7,L,1,TOR,5,40.5,39.71,0,0,1,1,7,0.32,0,1,1,12.84,7.54,5.3,0.56
DAVID.CLARKSON,23,20072008,1,R,1,N.J,81,973.28,896.9,9,8,5,22,234,13.16,-3,47,34,-6.4,-1.35,-5.05,26.19
DAVID.CLARKSON,24,20082009,2,R,1,N.J,82,987.41,833.97,17,13,2,32,241,16.47,-3,42,25,-6.38,0.09,-6.47,34.6
DAVID.CLARKSON,25,20092010,3,R,1,N.J,46,663.74,537.77,11,7,6,24,168,11.28,-8,26,17,-8.77,0.43,-9.2,21.58
DAVID.CLARKSON,26,20102011,4,R,1,N.J,82,1115.37,954.49,12,3,3,18,285,16.26,-7,29,14,-0.51,0.65,-1.16,25.54
DAVID.CLARKSON,27,20112012,5,R,1,N.J,80,1305.03,1006.97,30,8,8,46,324,24.16,-39,31,35,-0.84,-2.86,2.02,53.24
DAVID.CLARKSON,28,20122013,6,R,1,N.J,48,834.67,617.37,15,5,4,24,254,18.89,-13,25,18,12.54,-3.64,16.18,40.69
DAVID.CLARKSON,29,20132014,7,R,1,TOR,60,906.64,809.42,5,5,1,11,174,9.07,-5,26,8,-0.42,-2.08,1.66,-0.6
DAVID.CLARKSON,30,20142015,8,R,1,CBJ/TOR,61,841.59,692.16,10,1,4,15,159,11.92,-23,33,9,-1.12,0.08,-1.2,7.6
DAVID.CLARKSON,31,20152016,9,R,1,CBJ,23,211.37,200.2,2,1,1,4,31,3.57,-8,4,5,-6.88,10.24,-17.12,-0.03
DAVID.DESHARNAIS,23,20092010,3,C,1,MTL,6,50.7,39.65,0,1,0,1,8,0.45,4,0,1,2.56,6.87,-4.31,0.75
DAVID.DESHARNAIS,24,20102011,4,C,1,MTL,43,553.29,403.36,8,6,8,22,74,6.29,-3,6,9,-0.62,-2.67,2.05,20.89
DAVID.DESHARNAIS,25,20112012,5,C,1,MTL,81,1487.49,1085.04,16,26,18,60,146,14.45,-15,12,15,4.93,2.76,2.17,49.54
DAVID.DESHARNAIS,26,20122013,6,C,1,MTL,48,789.01,591.4,10,9,9,28,95,9.87,0,13,14,12.61,-3.4,16.01,34.88
DAVID.DESHARNAIS,27,20132014,7,C,1,MTL,79,1358.01,1052.84,16,22,14,52,142,11.92,20,13,8,7.52,-2.82,10.34,46.93
DAVID.DESHARNAIS,28,20142015,8,C,1,MTL,82,1413.34,1122.05,14,16,18,48,158,12.12,69,12,13,7.33,0.03,7.3,46.76
DAVID.DESHARNAIS,29,20152016,9,C,1,MTL,65,1039.68,828.35,11,10,8,29,132,11.5,-21,9,16,-2.65,1.72,-4.37,29.86
DAVID.DESHARNAIS,30,20162017,10,C,1,EDM/MTL,49,609.67,545.18,6,2,6,14,66,5.08,8,6,3,-5.65,-5.39,-0.26,14.11
DAVID.HALE,26,20072008,1,D,2,CGY,58,807.46,717.81,0,0,2,2,87,1.43,0,20,7,-5.42,-2.51,-2.91,4.26
DAVID.HALE,27,20082009,2,D,2,ARI,48,727.31,612.58,3,5,1,9,55,0.89,0,12,13,-6.02,-0.48,-5.54,0.34
DAVID.HALE,28,20092010,3,D,2,T.B,39,548.32,451.43,0,4,0,4,45,1,0,11,4,-1.4,-4.54,3.14,3.35
DAVID.HALE,29,20102011,4,D,2,OTT,25,407.06,356.32,1,1,3,5,34,0.59,0,3,0,-1.58,-4.93,3.35,5.55
DAVID.JONES,23,20072008,1,R,1,COL,27,306.48,275.03,2,4,0,6,58,3.99,-2,4,2,-0.9,0.95,-1.85,4.45
DAVID.JONES,24,20082009,2,R,1,COL,40,508.18,429.14,8,4,1,13,63,4.02,0,4,11,-1.07,-1.33,0.26,10.67
DAVID.JONES,25,20092010,3,R,1,COL,23,412.45,321.14,10,5,1,16,49,3.98,-3,2,3,0.85,0.07,0.78,11.44
DAVID.JONES,26,20102011,4,R,1,COL,77,1358.49,993.45,27,10,8,45,240,23.38,-1,14,7,1,4.78,-3.78,34.96
DAVID.JONES,27,20112012,5,R,1,COL,72,1132.97,903.66,20,11,6,37,227,19.44,-2,13,7,-3.63,4.65,-8.28,32.23
DAVID.JONES,28,20122013,6,R,1,COL,33,552.56,422.23,3,5,1,9,99,6.64,-9,3,4,-1.6,4.91,-6.51,6.71
DAVID.JONES,29,20132014,7,R,1,CGY,48,740.6,619.22,9,6,2,17,159,11.7,3,5,4,2.31,3.66,-1.35,15.02
DAVID.JONES,30,20142015,8,R,1,CGY,67,959.77,869.07,14,10,6,30,192,13.25,-1,10,9,0.93,3.36,-2.43,20.52
DAVID.JONES,31,20152016,9,R,1,CGY/MIN,75,931.64,876.95,11,6,1,18,148,9.76,0,5,11,-6.66,5.67,-12.33,10.08
DAVID.KOCI,26,20072008,1,L,1,CHI,17,59.9,56.77,0,0,0,0,3,0.05,0,11,4,-8.46,-7.6,-0.86,-1.36
DAVID.KOCI,27,20082009,2,L,1,STL/T.B,37,225,215.05,1,0,1,2,24,0.97,0,24,6,-2.93,1.5,-4.43,-2.44
DAVID.KOCI,28,20092010,3,L,1,COL,43,131.11,130.07,1,0,0,1,8,0.42,0,18,6,-11.51,1.88,-13.39,-3.26
DAVID.KOCI,29,20102011,4,L,1,COL,35,143.04,141.72,1,0,0,1,14,1.04,0,13,8,-7.4,9.17,-16.57,-2.78
DAVID.KREJCI,21,20072008,1,C,1,BOS,56,822.42,633.59,6,15,6,27,100,7.12,-22,12,6,0.36,-5.59,5.95,27.77
DAVID.KREJCI,22,20082009,2,C,1,BOS,81,1362.97,943.16,22,28,23,73,194,16.36,9,11,14,4.61,-0.07,4.68,73.46
DAVID.KREJCI,23,20092010,3,C,1,BOS,79,1439.65,1045.48,17,22,13,52,238,17.83,16,13,18,4.25,2.44,1.81,57.38
DAVID.KREJCI,24,20102011,4,C,1,BOS,75,1411.34,1048.96,13,32,17,62,253,15.95,-29,11,17,1.71,-0.74,2.45,65.89
DAVID.KREJCI,25,20112012,5,C,1,BOS,79,1452.5,1117.51,23,23,16,62,236,16.1,43,18,13,3.42,2.7,0.72,64.3
DAVID.KREJCI,26,20122013,6,C,1,BOS,47,868.98,692.84,10,16,7,33,163,9.89,68,10,4,5.3,-0.48,5.78,41
DAVID.KREJCI,27,20132014,7,C,1,BOS,80,1526.98,1176.44,19,24,26,69,267,17.16,28,12,19,4.79,8.66,-3.87,76.2
DAVID.KREJCI,28,20142015,8,C,1,BOS,47,853.45,666.31,7,12,12,31,134,7.17,38,11,6,2.68,4.75,-2.07,29.59
DAVID.KREJCI,29,20152016,9,C,1,BOS,72,1452.05,1037.53,17,28,18,63,275,12.55,3,16,17,0.49,-1.49,1.98,58.46
DAVID.KREJCI,30,20162017,10,C,1,BOS,82,1494.61,1134.54,23,23,8,54,287,17.37,38,13,13,0.29,4.19,-3.9,59.97
DAVID.LALIBERTE,23,20092010,3,R,1,PHI,11,85.6,74.93,2,1,0,3,17,1.03,1,3,2,-12.54,-2.56,-9.98,2.46
DAVID.LEGWAND,27,20072008,1,C,1,NSH,65,1168.38,755.36,15,16,13,44,189,14.45,-88,16,15,-0.12,4.08,-4.2,39
DAVID.LEGWAND,28,20082009,2,C,1,NSH,73,1417.36,981.39,20,11,11,42,254,15.73,-5,15,15,3.59,-1.81,5.4,44.25
DAVID.LEGWAND,29,20092010,3,C,1,NSH,82,1533.05,1143.04,11,15,12,38,235,16.82,-48,12,12,-1.81,0.68,-2.49,38.81
DAVID.LEGWAND,30,20102011,4,C,1,NSH,64,1202.51,900.79,17,11,13,41,198,14.57,-47,11,9,5.85,-2.31,8.16,42.82
DAVID.LEGWAND,31,20112012,5,C,1,NSH,78,1442.75,1085.84,19,24,10,53,201,13.97,-85,13,13,8.2,-2.48,10.68,48.39
DAVID.LEGWAND,32,20122013,6,C,1,NSH,48,883.31,679.68,12,5,8,25,115,10.16,3,10,8,2.34,3.03,-0.69,18.2
DAVID.LEGWAND,33,20132014,7,C,1,DET/NSH,83,1409.23,1086.27,14,23,14,51,206,13.45,14,25,7,3.4,2.53,0.87,40.68
DAVID.LEGWAND,34,20142015,8,C,1,OTT,80,1111.22,751.74,9,11,7,27,153,9.46,-66,15,8,-5.96,-4.49,-1.47,24.83
DAVID.LEGWAND,35,20152016,9,C,1,BUF,79,764.63,556.98,5,5,4,14,88,4.88,-35,7,4,-6.64,-1.31,-5.33,7.68
DAVID.LIFFITON,26,20102011,4,D,2,COL,4,29.83,29.7,1,0,0,1,4,0.1,0,2,0,15.77,-2.32,18.09,1.43
DAVID.MCINTYRE,24,20112012,5,C,1,MIN,7,76.4,68.99,1,0,1,2,12,0.37,-3,1,0,-5.11,3.72,-8.83,0.15
DAVID.MOSS,26,20072008,1,R,1,CGY,41,510.2,412.87,4,5,2,11,104,8.22,-3,6,10,-0.74,-8.08,7.34,17.48
DAVID.MOSS,27,20082009,2,R,1,CGY,80,1084.82,821.22,19,12,6,37,304,20.84,0,12,14,12.87,-4.94,17.81,59.06
DAVID.MOSS,28,20092010,3,R,1,CGY,64,876.46,707.61,8,8,1,17,231,12.33,-13,10,4,1.61,-2.61,4.22,26.96
DAVID.MOSS,29,20102011,4,R,1,CGY,58,792.8,597.92,17,3,10,30,185,13.04,-50,8,8,4.35,-3.1,7.45,36.56
DAVID.MOSS,30,20112012,5,R,1,CGY,32,448.86,359.88,2,3,5,10,134,7.96,-34,6,5,5.22,-5.59,10.81,14.45
DAVID.MOSS,31,20122013,6,R,1,ARI,45,699.18,547.87,5,11,4,20,149,9.08,-13,9,15,-0.92,-6.39,5.47,25.25
DAVID.MOSS,32,20132014,7,R,1,ARI,79,1155.05,899.91,8,6,8,22,261,14.49,-9,8,14,6.09,0.27,5.82,33.56
DAVID.MOSS,33,20142015,8,R,1,ARI,60,773.65,644.77,4,5,3,12,162,11.53,-1,12,6,0.78,-1.56,2.34,11.34
DAVID.MUSIL,21,20142015,8,D,2,EDM,4,78.84,70.91,0,1,1,2,7,0.07,0,1,0,7.22,10.24,-3.02,0.54
DAVID.PASTRNAK,18,20142015,8,R,1,BOS,46,643.14,525.84,10,8,9,27,165,8.07,-7,4,9,11.58,-0.55,12.13,34.05
DAVID.PASTRNAK,19,20152016,9,R,1,BOS,51,709.89,659.31,15,6,5,26,159,8.53,-3,9,13,5.14,0.66,4.48,29.97
DAVID.PASTRNAK,20,20162017,10,R,1,BOS,75,1343.4,1064.56,34,22,14,70,431,24.94,1,15,31,10.48,0.35,10.13,90.47
DAVID.PERRON,19,20072008,1,L,1,STL,62,778.26,620.04,13,11,3,27,107,7.54,-4,19,26,0.65,-7.42,8.07,27.64
DAVID.PERRON,20,20082009,2,L,1,STL,81,1170.35,845.16,15,20,15,50,281,16.51,-4,25,36,-0.39,-6,5.61,51.21
DAVID.PERRON,21,20092010,3,L,1,STL,82,1322.07,974.48,20,20,7,47,255,19.25,-5,29,31,0.13,-2.51,2.64,48.31
